survey_id,building_name,office_spending_space,personal_workspace,in_out_office,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13955815,A,Outside,Open Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,4,3,3,3,4,2,2,2,2,1,2,3,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,3,Male
13955845,A,Personal workspace,Enclosed Office_1,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing west,10 or above,4,2,4,2,2,2,3,3,4,5,1,2,2,Yes,Yes,Yes,No,No,No,No,3,All day,"Reading, seated",2,1,5,Male
13955846,A,Personal workspace,Enclosed Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing west,5 to 9,4,5,1,1,0,3,3,1,2,2,1,1,3,No,Yes,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,3,Male
13955936,A,Personal workspace,Open Office_3,Yes,4,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,4,4,1,4,1,4,1,3,3,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,4,Male
13955945,A,Personal workspace,Open Office_2,Yes,3,Yes,Yes,No,Yes,No,No,Facing east,10 or above,5,5,3,3,3,5,1,1,2,3,3,2,3,No,No,Yes,No,No,No,No,3,All day,"Reading, seated",2,1,3,Male
13955988,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,5,5,4,1,0,2,3,3,3,4,3,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,1,3,Male
13956008,A,Personal workspace,Open Office_1,Yes,4,No,Yes,No,Yes,No,No,I don’t know,1 to 4,3,1,5,1,1,1,5,4,2,3,1,4,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,2,Female
13956099,A,Personal workspace,Open Office_2,Yes,4,Yes,No,No,Yes,No,No,Facing east,5 to 9,4,4,3,1,1,4,2,1,3,2,3,1,3,No,No,Yes,No,No,No,No,3,All day,Typing,2,2,3,Male
13956102,A,Small conference room,Open Office_3,Yes,3,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,4,2,4,0,4,2,2,3,3,1,3,3,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),Typing,1,1,2,Male
13956107,A,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,Yes,No,No,Facing south (or southeast or southwest),10 or above,4,2,5,1,0,2,5,5,2,3,1,4,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Female
13956108,A,Other,Open Office_1,Yes,2,Yes,Yes,No,No,No,No,Facing west,1 to 4,4,4,3,3,2,3,1,1,3,3,1,1,3,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,3,Male
13956110,A,Personal workspace,Enclosed Office_1,Yes,2,Yes,Yes,No,No,No,No,,10 or above,4,2,4,1,1,2,4,3,4,4,2,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Female
13956112,A,Personal workspace,Open Office_1,No,3,No,No,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,2,5,1,1,,4,3,3,3,1,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Female
13956121,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing west,1 to 4,4,2,3,4,0,3,4,3,5,3,4,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Female
13956141,A,Personal workspace,Open Office_3,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,2,3,4,1,,5,2,5,5,5,3,2,Yes,No,Yes,No,No,No,No,4,All day,Typing,2,2,3,Male
13956143,A,Personal workspace,Open Office_2,Yes,3,Yes,No,Yes,No,No,No,Facing south (or southeast or southwest),10 or above,5,4,4,1,1,,3,3,3,4,1,2,3,No,No,No,No,No,No,Yes,3,All day,Typing,1,1,2,Male
13956254,A,Personal workspace,Open Office_2,No,2,Yes,Yes,No,No,No,No,Facing west,10 or above,4,3,4,1,1,3,3,3,2,3,1,3,3,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",2,2,,
13956268,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,5,1,2,2,3,5,4,2,2,1,3,3,Yes,Yes,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,4,Female
13956273,A,Personal workspace,Enclosed Office_1,Yes,3,No,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,3,4,2,1,3,5,3,3,4,1,3,3,No,Yes,Yes,No,No,No,No,4,All day,Typing,2,2,3,Female
13956292,A,Personal workspace,Open Office_3,Yes,2,Yes,No,Yes,Yes,No,No,Facing south (or southeast or southwest),10 or above,4,2,5,1,1,2,5,5,2,2,4,4,4,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Female
13956297,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,5,2,5,1,0,1,4,3,5,5,1,3,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Female
13956303,A,Personal workspace,Enclosed Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,4,3,3,0,4,2,2,3,3,1,2,4,No,Yes,Yes,No,No,No,No,3,All day,Typing,2,2,3,Male
13956323,A,Other,Open Office_2,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),5 to 9,1,1,5,1,1,1,5,4,3,2,1,3,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,5,Female
13956325,A,Personal workspace,Open Office_3,Yes,4,No,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,4,2,2,4,4,3,2,3,3,1,1,5,No,No,Yes,No,No,No,No,4,All day,Typing,1,1,3,Female
13956422,A,Personal workspace,Open Office_1,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,4,,3,3,3,3,3,1,2,3,4,1,3,Yes,No,No,No,No,No,No,4,All day,Typing,2,2,4,Male
13956435,A,Outside,Open Office_2,Yes,3,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,,1,4,5,2,,2,2,4,2,5,3,3,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Female
13956437,A,Personal workspace,Open Office_3,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing east,5 to 9,4,4,4,2,0,4,4,3,3,3,1,1,3,Yes,No,Yes,No,No,No,No,1,All day,"Reading, seated",2,2,3,Male
13956442,A,Other,Open Office_3,Yes,1,Yes,Yes,No,No,No,No,Facing north (or northeast or northwest),10 or above,4,1,5,1,1,1,5,5,2,2,4,4,1,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",2,2,3,Female
13956455,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Facing south (or southeast or southwest),10 or above,5,4,4,1,1,3,4,2,3,2,1,1,3,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",2,2,5,Female
13956465,A,Personal workspace,Open Office_1,Yes,2,No,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,5,2,5,5,5,1,1,,2,1,1,4,No,No,No,No,No,No,Yes,1,All day,"Reading, seated",1,1,3,Female
13956470,A,Small conference room,Open Office_3,Yes,4,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,2,1,5,1,1,1,5,5,3,3,1,5,2,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,3,Male
13956480,A,Outside,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing west,10 or above,5,2,5,1,0,1,5,4,1,1,4,4,1,Yes,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Female
13956584,A,Personal workspace,Enclosed Office_1,Yes,4,No,Yes,No,Yes,Yes,No,Facing north (or northeast or northwest),5 to 9,2,3,2,2,1,,2,2,3,3,1,2,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,1,3,Male
13956592,A,Personal workspace,Open Office_3,Yes,3,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,4,2,5,1,0,3,5,4,2,2,1,3,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",1,1,3,Female
13956634,A,Outside,Open Office_2,Yes,2,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,4,5,2,1,,3,3,4,5,1,3,2,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,5,Female
13956730,A,Personal workspace,Other,Yes,4,No,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,3,3,1,4,1,,1,1,3,3,5,2,4,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Male
13956843,A,Personal workspace,Open Office_3,No,4,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,4,3,2,4,1,3,3,2,4,4,1,2,3,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,2,Male
13956861,A,Outside,Enclosed Office_1,Yes,1,Yes,No,No,Yes,No,No,I don’t know,1 to 4,4,1,5,1,1,1,5,5,2,1,1,5,1,Yes,Yes,Yes,No,No,No,No,4,All day,Typing,2,2,,Female
13956871,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,2,2,3,3,1,3,3,3,5,4,1,3,2,No,No,No,No,No,No,Yes,2,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",2,1,3,Male
13956882,A,Personal workspace,Open Office_1,No,4,No,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,3,1,5,0,2,1,3,3,3,4,3,3,No,No,No,No,No,No,Yes,4,All day,"Filing, standing",2,2,4,Male
13956890,A,Outside,Open Office_1,No,4,No,No,No,Yes,No,No,I don’t know,5 to 9,3,1,5,1,1,2,4,5,2,2,1,5,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,1,3,Male
13956987,A,Outside,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,2,2,1,4,1,2,2,3,4,4,1,3,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,5,
13957010,A,Personal workspace,Open Office_3,Yes,4,No,No,No,Yes,No,No,Facing west,1 to 4,3,3,4,2,1,3,3,3,2,3,2,3,3,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,3,Male
13957021,A,Personal workspace,Open Office_2,Yes,2,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),10 or above,5,5,5,2,0,3,5,4,2,3,1,3,3,No,No,No,No,No,No,Yes,1,All day,Typing,1,1,4,Female
13957026,A,Other,Open Office_2,No,3,Yes,Yes,Yes,Yes,No,No,I don’t know,10 or above,4,3,1,5,2,3,3,3,3,3,1,4,2,No,No,No,No,No,No,Yes,2,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",3,2,4,Female
13957043,A,Personal workspace,Enclosed Office_1,No,4,No,Yes,Yes,Yes,No,No,Facing west,10 or above,5,3,4,2,1,3,3,3,2,3,1,3,2,No,No,Yes,No,No,No,No,4,All day,"Reading, seated",1,1,3,Female
13957134,A,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing west,10 or above,4,4,1,2,0,4,1,1,1,1,1,2,4,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Male
13957145,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing west,5 to 9,4,3,4,2,1,3,3,3,3,4,1,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Male
13957155,A,Personal workspace,Open Office_2,Yes,3,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),1 to 4,3,2,5,1,1,1,5,4,2,3,1,4,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Female
13957156,A,Personal workspace,Open Office_1,Yes,4,Yes,No,No,Yes,No,Yes,Facing north (or northeast or northwest),5 to 9,3,3,4,2,1,,4,3,4,4,1,2,2,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,3,Female
13957157,A,Outside,Open Office_3,Yes,1,Yes,Yes,No,Yes,No,No,I don’t know,10 or above,5,3,4,2,0,3,5,5,2,5,1,5,2,Yes,No,Yes,No,No,No,No,3,All day,Typing,2,2,3,Female
13957292,A,Personal workspace,Open Office_3,Yes,3,No,No,No,Yes,No,No,Facing east,5 to 9,3,3,4,2,1,2,4,4,3,5,2,4,2,Yes,No,Yes,No,No,No,No,4,All day,Typing,2,2,3,Male
13957316,A,Personal workspace,Enclosed Office_1,Yes,3,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),10 or above,5,5,3,2,1,4,3,2,2,4,1,1,5,No,Yes,Yes,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,5,Male
13957324,A,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,Yes,Yes,Yes,Facing north (or northeast or northwest),10 or above,5,1,1,,0,,1,1,1,1,1,1,3,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",2,2,5,Male
13957329,A,Personal workspace,Open Office_1,No,4,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),5 to 9,4,3,1,4,1,3,1,3,2,2,2,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,2,Male
13957335,A,Outside,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,No,No,I don’t know,5 to 9,4,2,5,1,0,2,5,5,2,3,1,5,1,No,No,Yes,No,No,No,No,3,All day,Typing,1,1,2,Female
13957345,A,Personal workspace,Open Office_2,Yes,4,Yes,Yes,No,No,No,No,Facing east,10 or above,3,4,1,2,1,,1,3,3,3,4,3,3,Yes,No,No,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,4,Female
13957366,A,Personal workspace,Open Office_3,Yes,4,No,Yes,No,Yes,Yes,No,Facing west,1 to 4,4,1,5,1,1,1,5,4,3,2,1,3,2,No,No,Yes,No,No,No,No,3,All day,Typing,2,2,3,Female
13957450,A,Personal workspace,Open Office_1,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),1 to 4,5,3,3,3,2,3,3,3,2,5,3,1,3,No,No,No,No,No,No,Yes,2,All day,"Reading, seated",3,3,3,Male
13957465,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,2,2,,4,4,1,3,2,3,5,1,4,Yes,No,Yes,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Male
13957468,A,Outside,Open Office_1,Yes,4,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),5 to 9,3,5,2,2,0,4,1,1,1,1,1,1,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",1,1,3,Male
13957471,A,Personal workspace,Open Office_1,Yes,2,No,No,No,Yes,No,No,I don’t know,5 to 9,,1,5,1,1,,4,4,5,5,1,4,1,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,4,Female
13957476,A,Personal workspace,Open Office_2,No,1,Yes,Yes,Yes,Yes,Yes,No,I don’t know,10 or above,5,1,1,1,0,5,1,2,1,2,1,2,4,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",1,1,4,Male
13957486,A,Personal workspace,Open Office_1,Yes,3,No,Yes,No,No,No,No,Facing north (or northeast or northwest),10 or above,5,5,2,3,3,4,2,2,3,3,3,2,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13957492,A,Personal workspace,Enclosed Office_1,Yes,4,No,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,3,3,2,2,3,3,2,1,1,3,1,1,3,No,No,No,Yes,No,No,No,4,All day,"Reading, seated",2,2,4,Male
13957499,A,Personal workspace,Enclosed Office_1,Yes,3,Yes,No,No,Yes,No,No,Facing west,10 or above,4,3,2,4,2,3,1,2,2,3,1,1,4,No,Yes,Yes,No,No,No,No,3,All day,"Reading, seated",2,2,4,Male
13957523,A,Small conference room,Open Office_3,No,4,No,No,No,Yes,No,No,,1 to 4,4,4,2,2,1,4,5,5,4,3,1,3,2,No,No,Yes,No,No,No,No,4,Mixed (some combination of morning/afternoon/evenings),Walking about,1,1,3,Female
13957535,A,Personal workspace,Open Office_1,No,2,Yes,Yes,No,No,No,No,Facing east,10 or above,3,4,1,1,1,4,1,1,2,3,1,2,5,No,No,Yes,No,No,No,No,4,All day,Typing,2,2,4,Male
13957548,A,Personal workspace,Open Office_2,No,2,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,4,5,2,2,3,,3,3,2,,1,2,4,No,No,No,No,No,No,Yes,2,All day,Typing,2,2,3,Female
13957563,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,5,4,5,2,3,3,4,5,2,3,2,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,5,Female
13957584,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,I don’t know,10 or above,4,1,5,1,0,1,5,5,2,1,1,3,2,Yes,No,No,No,No,No,No,4,All day,Typing,3,2,2,Female
13957603,A,Personal workspace,Enclosed Office_1,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,5,5,2,2,0,4,1,1,1,1,1,1,3,No,Yes,No,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,1,5,Male
13957604,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing east,5 to 9,5,4,1,1,2,4,1,1,3,4,5,1,3,Yes,Yes,Yes,No,No,No,No,4,All day,Typing,2,2,4,Male
13957611,A,Other,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,5,5,3,3,0,4,2,2,3,3,1,2,5,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",3,3,5,Male
13957613,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,5,1,3,1,5,,2,3,,3,1,3,3,Yes,Yes,No,No,No,No,No,4,All day,"Reading, seated",2,2,5,Male
13957626,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing west,1 to 4,2,1,1,5,1,,1,4,2,2,5,5,1,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13957646,A,Personal workspace,Open Office_2,Yes,1,Yes,No,No,Yes,Yes,No,Facing east,10 or above,3,1,5,1,0,,4,4,2,2,1,3,1,Yes,No,No,No,No,No,No,4,All day,Typing,3,2,4,Female
13957647,A,Personal workspace,Open Office_1,Yes,4,No,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,3,1,5,0,,1,1,3,3,1,2,3,No,No,No,No,No,No,Yes,4,Mixed (some combination of morning/afternoon/evenings),Typing,2,2,4,Male
13957649,A,Personal workspace,Enclosed Office_1,Yes,4,Yes,Yes,Yes,Yes,Yes,No,Facing east,10 or above,4,3,5,4,1,,5,4,4,5,5,3,2,Yes,Yes,Yes,No,No,No,No,4,All day,Typing,3,2,5,Female
13957678,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing west,10 or above,3,3,3,3,3,,3,3,4,5,1,3,3,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",2,2,4,Female
13957680,A,Small conference room,Open Office_2,Yes,2,No,Yes,Yes,Yes,Yes,No,Facing east,10 or above,5,5,4,2,1,4,3,3,3,3,1,3,4,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,5,Female
13957681,A,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing east,10 or above,4,3,4,1,0,4,3,1,2,2,1,3,3,Yes,No,No,No,No,No,No,3,All day,Typing,1,1,2,Female
13957714,A,Personal workspace,Open Office_1,Yes,1,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,3,4,3,3,4,4,1,1,2,2,1,1,4,Yes,No,No,No,No,No,No,2,All day,"Reading, seated",2,2,5,Male
13957716,A,Personal workspace,Enclosed Office_1,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,2,2,2,5,,1,1,2,2,1,2,5,Yes,No,No,No,No,No,No,1,All day,Writing,3,1,4,Male
13957733,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,3,4,4,4,4,3,3,3,5,1,3,4,Yes,No,No,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,3,2,5,Female
13957735,A,Small conference room,Open Office_3,Yes,4,Yes,No,Yes,No,No,No,I don’t know,5 to 9,3,2,5,2,1,,5,5,2,3,1,3,2,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,4,Female
13957749,A,Outside,Open Office_2,No,3,No,No,No,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,3,5,1,1,2,5,5,3,3,1,4,1,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",2,2,3,Female
13957758,A,Personal workspace,Enclosed Office_1,No,2,Yes,No,No,Yes,No,No,Facing south (or southeast or southwest),10 or above,5,4,1,1,0,,1,1,1,3,1,1,4,No,Yes,No,No,No,No,No,4,All day,Typing,3,2,4,Male
13957760,A,Other,Open Office_1,Yes,4,No,No,No,Yes,No,No,I don’t know,5 to 9,3,1,5,1,0,2,4,4,2,2,1,4,2,No,No,No,No,No,No,Yes,3,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1,1,4,Female
13957768,A,Personal workspace,Open Office_2,Yes,1,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,,,,,,2,1,3,4,4,3,3,2,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,4,Male
13957773,A,Personal workspace,Open Office_2,Yes,1,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,4,4,1,3,0,4,1,1,3,3,1,1,4,Yes,No,No,No,No,No,No,4,All day,"Reading, seated",2,2,4,Male
13957831,A,Other,Open Office_2,Yes,1,Yes,Yes,No,No,No,No,Facing west,10 or above,2,4,1,1,1,5,1,1,2,2,1,1,4,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13957875,A,Personal workspace,Open Office_3,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,4,3,3,0,4,1,1,5,3,3,3,3,Yes,No,Yes,No,No,No,No,4,All day,"Reading, seated",2,2,4,Male
13957882,A,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing south (or southeast or southwest),10 or above,4,4,4,1,0,,3,3,3,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,2,4,Female
13957910,A,Large conference room,Open Office_2,Yes,2,Yes,No,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,5,5,3,3,0,5,1,1,2,2,1,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,3,Male
13957919,A,Personal workspace,Open Office_1,Yes,4,No,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),5 to 9,4,3,4,2,0,3,1,1,2,3,1,1,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13957926,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,No,No,No,I don’t know,10 or above,5,4,0,0,3,5,1,1,3,1,1,2,4,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Male
13957931,A,Personal workspace,Open Office_1,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing west,10 or above,4,3,3,3,3,3,2,1,3,3,1,1,3,Yes,Yes,No,No,No,No,No,3,All day,"Reading, seated",2,2,4,Male
13957943,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,Yes,Yes,No,No,Facing south (or southeast or southwest),1 to 4,3,2,5,3,1,1,5,5,5,5,1,5,2,Yes,No,No,No,No,No,No,4,All day,Typing,2,2,3,Female
13957963,A,Personal workspace,Open Office_2,Yes,4,No,Yes,No,Yes,No,No,I don’t know,5 to 9,4,4,3,2,4,4,4,3,2,2,3,3,3,No,No,Yes,No,No,No,No,4,All day,Writing,2,2,3,Male
13953642,A,Personal workspace,Open Office_2,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Facing north (or northeast or northwest),10 or above,5,4,2,3,3,4,1,1,2,2,2,1,3,Yes,No,No,No,No,No,No,3,All day,"Reading, seated",2,2,4,Female
13953661,A,Personal workspace,Open Office_2,Yes,4,Yes,No,No,Yes,No,No,I don’t know,1 to 4,5,4,4,2,1,4,4,2,1,3,1,2,3,No,No,No,No,No,No,Yes,4,All day,"Reading, seated",1,1,1,Female
13953941,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,No,No,No,Facing north (or northeast or northwest),5 to 9,4,3,5,1,2,2,5,3,2,2,1,3,3,No,No,No,No,No,No,Yes,4,All day,Typing,2,2,4,Male
13953967,A,Personal workspace,Open Office_1,Yes,4,Yes,Yes,No,No,No,No,Facing west,5 to 9,4,2,5,1,4,2,5,5,2,3,1,4,3,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Female
13954075,A,Personal workspace,Open Office_2,Yes,3,Yes,Yes,No,Yes,No,No,Facing north (or northeast or northwest),10 or above,4,3,5,3,1,4,3,2,2,4,1,2,2,Yes,No,No,No,No,No,No,4,All day,Typing,2,1,3,Male
13954273,A,Personal workspace,Open Office_3,No,2,Yes,No,Yes,Yes,No,No,Facing south (or southeast or southwest),10 or above,4,2,5,1,0,2,4,4,3,3,1,3,3,No,No,No,No,No,No,Yes,3,All day,Typing,2,2,4,Female
13954275,A,Personal workspace,Open Office_3,Yes,1,Yes,No,Yes,No,No,No,I don’t know,5 to 9,4,2,5,1,0,4,5,3,4,4,3,4,2,Yes,No,No,No,No,No,No,3,Mixed (some combination of morning/afternoon/evenings),Typing,2,1,,Other
13954295,A,Small conference room,Open Office_2,No,2,Yes,Yes,No,No,No,No,Facing south (or southeast or southwest),10 or above,5,5,1,1,0,5,1,1,3,1,1,1,3,No,Yes,No,No,No,No,No,2,Mixed (some combination of morning/afternoon/evenings),Walking about,3,2,5,Male
13954315,A,Personal workspace,Open Office_2,Yes,4,No,No,No,Yes,No,No,I don’t know,5 to 9,4,4,5,1,2,4,2,2,1,2,1,2,4,No,No,No,No,No,No,Yes,4,All day,Typing,1,1,2,Male
13954327,A,Personal workspace,Open Office_1,No,4,No,No,No,Yes,No,No,Facing north (or northeast or northwest),1 to 4,4,5,2,2,2,4,1,2,3,1,1,2,4,No,No,No,No,No,No,Yes,3,All day,"Reading, seated",2,1,3,Male
13954332,A,Personal workspace,Enclosed Office_2,Yes,1,Yes,Yes,Yes,Yes,No,No,Facing north (or northeast or northwest),5 to 9,5,4,2,3,4,,1,2,2,3,2,2,3,No,Yes,No,No,No,No,No,3,All day,Typing,1,1,2,Male
