survey_id,building_name,office_spending_space,personal_workspace,in_out_office,work_building_name,window_distance,exterior_view,sky_view,Parking_view,other_buildings_view,trees_view,other_view,other_view_description,exterior_window_direction,building_floor,workspace_rating,thermal_condition,cool_rating,warm_rating,temperature_alter_ability,temperature_satisfaction,clothing_layers_need,outside_brake_need,temperature_fluctuations_day,temperature_fluctuations_season,fan_usage,leave_workspace,temperature_effect_productivity,afternoon_bright,computer_screen_glare,evening_dark,task_light_usage,unnecessary_lighting,lighting_effect_productivity,blinds_control,overhead_lighting_control,task_light_control,temperature_control,air_quality_control,other_control,no_control,hours_spend,work_time,work_type,work_building_tenure,workspace_tenure,age_range,gender
13955681,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,,,,,Yes,Bank of America Stadium,Facing north (or northeast or northwest),5 to 9,3.0,2.0,5.0,1.0,1.0,,Always,Always,Rarely,Rarely,Never,Always,5 = Greatly increases my productivity,Sometimes,Sometimes,Never,Never,Never,5 = Greatly inrceases my productivity,Yes,Yes,,Yes,Yes,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13955701,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,,,Yes,,,,I don’t know,10 or above,3.0,1.0,1.0,0.0,1.0,2.0,Never,Sometimes,Most of the time,Most of the time,Always,Sometimes,2,Never,Rarely,Always,Sometimes,Never,4,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13955785,A,Small conference room,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,Yes,Yes,Yes,,,,Facing west,5 to 9,1.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Rarely,Rarely,Never,Always,2,Most of the time,Never,Rarely,Never,Sometimes,2,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,21 - 30,Female
13955815,A,Outside,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,4.0,3.0,3.0,3.0,4.0,Rarely,Rarely,Rarely,Rarely,Never,Rarely,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,Less than 1 year,Less than 1 year,31 - 40,Male
13955845,A,Personal workspace,Enclosed Office: private,Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,10 or above,4.0,2.0,4.0,2.0,2.0,2.0,Sometimes,Sometimes,Most of the time,Always,Never,Rarely,2,Most of the time,Sometimes,Sometimes,Most of the time,Never,3 = Neutral,Yes,Yes,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,51 or above,Male
13955846,A,Personal workspace,Enclosed Office: private,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing west,5 to 9,4.0,5.0,1.0,1.0,0.0,3.0,Sometimes,Never,Rarely,Rarely,Never,Never,3 = Neutral,Never,Rarely,Sometimes,Sometimes,Never,3 = Neutral,,Yes,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13955936,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),1 to 4,4.0,4.0,1.0,4.0,1.0,4.0,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Sometimes,Never,Never,Never,Always,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13955945,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,,Yes,,,,Facing east,10 or above,5.0,5.0,3.0,3.0,3.0,5.0,Never,Never,Rarely,Sometimes,Sometimes,Rarely,3 = Neutral,Never,Sometimes,Most of the time,Sometimes,Rarely,5 = Greatly inrceases my productivity,,,Yes,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Male
13955988,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),10 or above,5.0,5.0,4.0,1.0,0.0,2.0,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Never,3 = Neutral,Always,Sometimes,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Male
13956008,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,Yes,,Yes,,,,I don’t know,1 to 4,3.0,1.0,5.0,1.0,1.0,1.0,Always,Most of the time,Rarely,Sometimes,Never,Most of the time,2,Rarely,Sometimes,Rarely,Never,Rarely,4,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,21 - 30,Female
13956099,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,,,Yes,,,,Facing east,5 to 9,4.0,4.0,3.0,1.0,1.0,4.0,Rarely,Never,Sometimes,Rarely,Sometimes,Never,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956102,A,Small conference room,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,11 - 15 feet,Yes,Yes,Yes,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,4.0,2.0,4.0,0.0,4.0,Rarely,Rarely,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Rarely,Sometimes,Rarely,Rarely,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13956107,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,,Yes,Yes,,,,Facing south (or southeast or southwest),10 or above,4.0,2.0,5.0,1.0,0.0,2.0,Always,Always,Rarely,Sometimes,Never,Most of the time,2,Rarely,Rarely,Rarely,Never,Sometimes,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13956108,A,Other,Open Office: workspace in open office with no partitions,Yes,A,6 - 10 feet,Yes,Yes,,,,,,Facing west,1 to 4,4.0,4.0,3.0,3.0,2.0,3.0,Never,Never,Sometimes,Sometimes,Never,Never,3 = Neutral,Rarely,Rarely,Rarely,Never,Most of the time,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956110,A,Personal workspace,Enclosed Office: private,Yes,A,6 - 10 feet,Yes,Yes,,,,,,,10 or above,4.0,2.0,4.0,1.0,1.0,2.0,Most of the time,Sometimes,Most of the time,Most of the time,Rarely,Sometimes,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13956112,A,Personal workspace,Open Office: workspace in open office with no partitions,No,A,11 - 15 feet,No,,Yes,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,2.0,5.0,1.0,1.0,,Most of the time,Sometimes,Sometimes,Sometimes,Never,Sometimes,3 = Neutral,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13956121,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing west,1 to 4,4.0,2.0,3.0,4.0,0.0,3.0,Most of the time,Sometimes,Always,Sometimes,Most of the time,Sometimes,3 = Neutral,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Female
13956141,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,Facing north (or northeast or northwest),10 or above,5.0,2.0,3.0,4.0,1.0,,Always,Rarely,Always,Always,Always,Sometimes,2,Sometimes,Always,Never,Most of the time,Never,3 = Neutral,Yes,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956143,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,,Yes,,,,,Facing south (or southeast or southwest),10 or above,5.0,4.0,4.0,1.0,1.0,,Sometimes,Sometimes,Sometimes,Most of the time,Never,Rarely,3 = Neutral,Rarely,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Male
13956254,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,A,6 - 10 feet,Yes,Yes,,,,,,Facing west,10 or above,4.0,3.0,4.0,1.0,1.0,3.0,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,3 = Neutral,Sometimes,Sometimes,Never,Never,Never,2,Yes,,,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,,
13956268,A,Personal workspace,Enclosed Office: private,Yes,A,0 - 5 feet,Yes,,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,5.0,1.0,2.0,2.0,3.0,Always,Most of the time,Rarely,Rarely,Never,Sometimes,3 = Neutral,Never,Sometimes,Never,Never,Never,3 = Neutral,Yes,Yes,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,41 - 50,Female
13956273,A,Personal workspace,Enclosed Office: private,Yes,A,11 - 15 feet,No,Yes,Yes,Yes,,,,Facing north (or northeast or northwest),1 to 4,4.0,3.0,4.0,2.0,1.0,3.0,Always,Sometimes,Sometimes,Most of the time,Never,Sometimes,3 = Neutral,Never,Never,Rarely,Always,Never,5 = Greatly inrceases my productivity,,Yes,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13956292,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,6 - 10 feet,Yes,,Yes,Yes,,,,Facing south (or southeast or southwest),10 or above,4.0,2.0,5.0,1.0,1.0,2.0,Always,Always,Rarely,Rarely,Most of the time,Most of the time,4,Never,Never,Never,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Female
13956297,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),10 or above,5.0,2.0,5.0,1.0,0.0,1.0,Most of the time,Sometimes,Always,Always,Never,Sometimes,3 = Neutral,Never,Never,Never,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Female
13956303,A,Personal workspace,Enclosed Office: private,Yes,A,16 feet or more,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,4.0,4.0,3.0,3.0,0.0,4.0,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,4,Rarely,Never,Sometimes,Sometimes,Rarely,4,,Yes,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956323,A,,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,Yes,Yes,Yes,,,Facing north (or northeast or northwest),5 to 9,1.0,1.0,5.0,1.0,1.0,1.0,Always,Most of the time,Sometimes,Rarely,Never,Sometimes,2,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13956325,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,No,,,Yes,,,,Facing north (or northeast or northwest),1 to 4,4.0,4.0,2.0,2.0,4.0,4.0,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,5 = Greatly increases my productivity,Rarely,Rarely,Rarely,Sometimes,Never,4,,,Yes,,,,,More than 40 hours,All day,Typing,Less than 1 year,Less than 1 year,31 - 40,Female
13956422,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,4.0,,3.0,3.0,3.0,3.0,Sometimes,Never,Rarely,Sometimes,Most of the time,Never,3 = Neutral,Most of the time,Sometimes,Rarely,Never,Sometimes,4,Yes,,,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Male
13956435,A,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),5 to 9,,1.0,4.0,5.0,2.0,,Rarely,Rarely,Most of the time,Rarely,Always,Sometimes,3 = Neutral,Sometimes,Never,Never,Always,Never,5 = Greatly inrceases my productivity,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13956437,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,Yes,Yes,Yes,Yes,Yes,,,Facing east,5 to 9,4.0,4.0,4.0,2.0,0.0,4.0,Most of the time,Sometimes,Sometimes,Sometimes,Never,Never,3 = Neutral,Never,Rarely,Never,Never,Sometimes,4,Yes,,Yes,,,,,Less than 10 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13956442,A,Other,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,0 - 5 feet,Yes,Yes,,,,,,Facing north (or northeast or northwest),10 or above,4.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Rarely,Rarely,Most of the time,Most of the time,1 = Greatly decreses my productivity,Never,,Sometimes,Never,Never,3 = Neutral,Yes,,,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Female
13956455,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,Yes,"Airport, mountain range, miles of cityscape",Facing south (or southeast or southwest),10 or above,5.0,4.0,4.0,1.0,1.0,3.0,Most of the time,Rarely,Sometimes,Rarely,Never,Never,3 = Neutral,Never,Rarely,Never,Never,Never,5 = Greatly inrceases my productivity,Yes,,,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Female
13956465,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,6 - 10 feet,No,,,Yes,,,,Facing north (or northeast or northwest),10 or above,5.0,5.0,2.0,5.0,5.0,5.0,Never,Never,,Rarely,Never,Never,4,Always,Never,Never,Never,Never,4,,,,,,,Yes,Less than 10 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Female
13956470,A,Small conference room,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,Yes,Yes,Yes,Yes,,,,Facing south (or southeast or southwest),5 to 9,2.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Sometimes,Sometimes,Never,Always,2,Never,Sometimes,Never,Never,Sometimes,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956480,A,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,10 or above,5.0,2.0,5.0,1.0,0.0,1.0,Always,Most of the time,Never,Never,Most of the time,Most of the time,1 = Greatly decreses my productivity,Most of the time,Most of the time,Never,Never,Most of the time,2,Yes,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13956584,A,Personal workspace,Enclosed Office: private,Yes,A,16 feet or more,No,Yes,,Yes,Yes,,,Facing north (or northeast or northwest),5 to 9,2.0,3.0,2.0,2.0,1.0,,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,3 = Neutral,Never,Rarely,Never,Always,Rarely,2,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Male
13956592,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,11 - 15 feet,Yes,,,Yes,,,,Facing south (or southeast or southwest),1 to 4,4.0,2.0,5.0,1.0,0.0,3.0,Always,Most of the time,Rarely,Rarely,Never,Sometimes,2,Rarely,Rarely,Rarely,Never,Sometimes,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Female
13956634,A,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,,,Yes,,,,Facing north (or northeast or northwest),10 or above,5.0,4.0,5.0,2.0,1.0,,Sometimes,Sometimes,Most of the time,Always,Never,Sometimes,2,Never,Most of the time,Sometimes,Never,Never,3 = Neutral,,,,,,,Yes,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,Female
13956730,A,Personal workspace,Other,Yes,A,16 feet or more,No,,,Yes,,,,Facing south (or southeast or southwest),1 to 4,3.0,3.0,1.0,4.0,1.0,,Never,Never,Sometimes,Sometimes,Always,Rarely,4,Rarely,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13956843,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),No,A,16 feet or more,Yes,,,Yes,,,,Facing north (or northeast or northwest),10 or above,4.0,3.0,2.0,4.0,1.0,3.0,Sometimes,Rarely,Most of the time,Most of the time,Never,Rarely,3 = Neutral,Sometimes,Never,Never,Never,Rarely,4,,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,21 - 30,Male
13956861,A,Outside,Enclosed Office: private,Yes,A,0 - 5 feet,Yes,,,Yes,,,,I don’t know,1 to 4,4.0,1.0,5.0,1.0,1.0,1.0,Always,Always,Rarely,Never,Never,Always,1 = Greatly decreses my productivity,Never,Never,Never,Always,Never,5 = Greatly inrceases my productivity,Yes,Yes,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,I prefer not to answer,Female
13956871,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing south (or southeast or southwest),1 to 4,2.0,2.0,3.0,3.0,1.0,3.0,Sometimes,Sometimes,Always,Most of the time,Never,Sometimes,2,Rarely,Never,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,10 - 20 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",1 - 5 years,Less than 1 year,31 - 40,Male
13956882,A,Personal workspace,Open Office: workspace in open office with no partitions,No,A,16 feet or more,No,,,Yes,,,,Facing north (or northeast or northwest),1 to 4,4.0,3.0,1.0,5.0,0.0,2.0,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,3 = Neutral,Never,Rarely,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,"Filing, standing",1 - 5 years,1 - 5 years,41 - 50,Male
13956890,A,Outside,Open Office: workspace in open office with no partitions,No,A,16 feet or more,No,,,Yes,,,,I don’t know,5 to 9,3.0,1.0,5.0,1.0,1.0,2.0,Most of the time,Always,Rarely,Rarely,Never,Always,2,Rarely,Sometimes,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,Less than 1 year,31 - 40,Male
13956987,A,Outside,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,No,,,Yes,,,,Facing south (or southeast or southwest),1 to 4,2.0,2.0,1.0,4.0,1.0,2.0,Rarely,Sometimes,Most of the time,Most of the time,Never,Sometimes,2,Rarely,Most of the time,Rarely,,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,51 or above,
13957010,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,No,,,Yes,,,,Facing west,1 to 4,3.0,3.0,4.0,2.0,1.0,3.0,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,3 = Neutral,Rarely,Rarely,Rarely,Sometimes,Never,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,31 - 40,Male
13957021,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,,,Yes,,,,Facing south (or southeast or southwest),10 or above,5.0,5.0,5.0,2.0,0.0,3.0,Always,Most of the time,Rarely,Sometimes,Never,Sometimes,3 = Neutral,Never,Never,Never,Never,Sometimes,5 = Greatly inrceases my productivity,,,,,,,Yes,Less than 10 hours,All day,Typing,Less than 1 year,Less than 1 year,41 - 50,Female
13957026,A,,Open Office: cubicles with low partitions (lower than 5 feet),No,A,11 - 15 feet,Yes,Yes,Yes,Yes,,,,I don’t know,10 or above,4.0,3.0,1.0,5.0,2.0,3.0,Sometimes,Sometimes,Sometimes,Sometimes,Never,Most of the time,2,Rarely,Rarely,,Never,Rarely,4,,,,,,,Yes,10 - 20 hours,Mixed (some combination of morning/afternoon/evenings),"Reading, seated",5+ years,1 - 5 years,41 - 50,Female
13957043,A,Personal workspace,Enclosed Office: private,No,A,16 feet or more,No,Yes,Yes,Yes,,,,Facing west,10 or above,5.0,3.0,4.0,2.0,1.0,3.0,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,2,Rarely,Rarely,Sometimes,Rarely,Never,3 = Neutral,,,Yes,,,,,More than 40 hours,All day,"Reading, seated",Less than 1 year,Less than 1 year,31 - 40,Female
13957134,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,6 - 10 feet,Yes,Yes,Yes,Yes,Yes,,,Facing west,10 or above,4.0,4.0,1.0,2.0,0.0,4.0,Never,Never,Never,Never,Never,Rarely,4,Sometimes,Most of the time,Never,Never,Never,4,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13957145,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,Yes,Yes,Yes,Yes,,,Facing west,5 to 9,4.0,3.0,4.0,2.0,1.0,3.0,Sometimes,Sometimes,Sometimes,Most of the time,Never,Sometimes,3 = Neutral,Rarely,Sometimes,Rarely,Never,Rarely,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13957155,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,11 - 15 feet,Yes,Yes,,Yes,,,,Facing south (or southeast or southwest),1 to 4,3.0,2.0,5.0,1.0,1.0,1.0,Always,Most of the time,Rarely,Sometimes,Never,Most of the time,2,Sometimes,Sometimes,Never,Never,Sometimes,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13957156,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,16 feet or more,Yes,,,Yes,,Yes,Bank of America stadium,Facing north (or northeast or northwest),5 to 9,3.0,3.0,4.0,2.0,1.0,,Most of the time,Sometimes,Most of the time,Most of the time,Never,Rarely,2,Rarely,Sometimes,Rarely,Never,Never,3 = Neutral,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13957157,A,Outside,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,0 - 5 feet,Yes,Yes,,Yes,,,,I don’t know,10 or above,5.0,3.0,4.0,2.0,0.0,3.0,Always,Always,Rarely,Always,Never,Always,2,Most of the time,Sometimes,Never,Never,Sometimes,3 = Neutral,Yes,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13957292,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,11 - 15 feet,No,,,Yes,,,,Facing east,5 to 9,3.0,3.0,4.0,2.0,1.0,2.0,Most of the time,Most of the time,Sometimes,Always,Rarely,Most of the time,2,Rarely,Never,Most of the time,Always,Rarely,3 = Neutral,Yes,,Yes,,,,,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Male
13957316,A,Personal workspace,Enclosed Office: private,Yes,A,11 - 15 feet,Yes,,,Yes,,,,Facing south (or southeast or southwest),10 or above,5.0,5.0,3.0,2.0,1.0,4.0,Sometimes,Rarely,Rarely,Most of the time,Never,Never,5 = Greatly increases my productivity,Rarely,Never,Sometimes,Never,Never,3 = Neutral,,Yes,Yes,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,51 or above,Male
13957324,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),No,A,0 - 5 feet,Yes,Yes,Yes,Yes,Yes,Yes,Panther Stadium,Facing north (or northeast or northwest),10 or above,5.0,1.0,1.0,,0.0,,Never,Never,Never,Never,Never,Never,3 = Neutral,Never,Never,Never,,Never,3 = Neutral,Yes,,,,,,,21 - 40 hours,All day,"Reading, seated",1 - 5 years,1 - 5 years,51 or above,Male
13957329,A,Personal workspace,Open Office: workspace in open office with no partitions,No,A,16 feet or more,Yes,Yes,,,,,,Facing south (or southeast or southwest),5 to 9,4.0,3.0,1.0,4.0,1.0,3.0,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,3 = Neutral,Never,Never,Never,Never,Never,5 = Greatly inrceases my productivity,,,,,,,Yes,More than 40 hours,All day,Typing,1 - 5 years,1 - 5 years,21 - 30,Male
13957335,A,Outside,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,0 - 5 feet,Yes,Yes,Yes,Yes,,,,I don’t know,5 to 9,4.0,2.0,5.0,1.0,0.0,2.0,Always,Always,Rarely,Sometimes,Never,Always,1 = Greatly decreses my productivity,Never,Never,Never,Most of the time,Rarely,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,Less than 1 year,Less than 1 year,21 - 30,Female
13957345,A,Personal workspace,Open Office: cubicles with low partitions (lower than 5 feet),Yes,A,16 feet or more,Yes,Yes,,,,,,Facing east,10 or above,3.0,4.0,1.0,2.0,1.0,,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,3 = Neutral,Rarely,Rarely,Never,Never,Most of the time,3 = Neutral,Yes,,,,,,,21 - 40 hours,Mixed (some combination of morning/afternoon/evenings),Typing,1 - 5 years,1 - 5 years,41 - 50,Female
13957366,A,Personal workspace,Open Office: cubicles with high partitions (5 feet or higher),Yes,A,16 feet or more,No,Yes,,Yes,Yes,,,Facing west,1 to 4,4.0,1.0,5.0,1.0,1.0,1.0,Always,Most of the time,Sometimes,Rarely,Never,Sometimes,2,Never,Rarely,Sometimes,Always,Never,3 = Neutral,,,Yes,,,,,21 - 40 hours,All day,Typing,1 - 5 years,1 - 5 years,31 - 40,Female
13957450,A,Personal workspace,Open Office: workspace in open office with no partitions,Yes,A,11 - 15 feet,Yes,Yes,Yes,Yes,Yes,,,Facing south (or southeast or southwest),1 to 4,5.0,3.0,3.0,3.0,2.0,3.0,Sometimes,Sometimes,Rarely,Always,Sometimes,Never,3 = Neutral,Rarely,Most of the time,Rarely,Never,Never,4,,,,,,,Yes,10 - 20 hours,All day,"Reading, seated",5+ years,5+ years,31 - 40,Male
